Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance_in_KM
23.0,4.9,Fog,Low,1.0,Meal,scooter,0.0,No,Urban,17.0,1.5522165637171133
33.0,4.8,Sunny,Low,2.0,Drinks,motorcycle,0.0,No,Urban,10.0,3.109024397229972
26.0,4.8,Fog,High,2.0,Buffet,electric_scooter,0.0,No,Metropolitian,26.0,6.128899374764089
33.0,5.0,Stormy,Medium,1.0,Buffet,scooter,1.0,No,Metropolitian,26.0,9.22031682218032
27.0,4.1,Sunny,Jam,0.0,Snack,motorcycle,0.0,No,Metropolitian,34.0,10.725034637880958
36.0,5.0,Windy,Medium,2.0,Snack,motorcycle,0.0,No,Metropolitian,33.0,6.08119089136717
39.0,4.7,Stormy,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,30.0,19.839561441934904
27.0,4.6,Cloudy,High,1.0,Buffet,scooter,1.0,No,Metropolitian,26.0,6.105280414496886
32.0,4.4,Cloudy,Low,1.0,Meal,motorcycle,0.0,No,Metropolitian,36.0,17.078029070273278
21.0,4.7,Sunny,Medium,1.0,Buffet,scooter,0.0,No,Urban,14.0,7.761768725951356
20.0,4.9,Sunny,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,12.0,3.0736336615831137
24.0,4.6,Cloudy,Low,2.0,Meal,motorcycle,1.0,No,Metropolitian,16.0,1.536802066394733
26.0,4.8,Sunny,Jam,2.0,Snack,scooter,0.0,No,Urban,18.0,11.00773476374462
26.0,4.9,Sandstorms,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,27.0,12.419572625827143
38.0,4.0,Sandstorms,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,27.0,1.5524148945455951
29.0,4.5,Cloudy,Low,0.0,Meal,motorcycle,1.0,No,Urban,24.0,3.0250984842245745
39.0,4.5,Windy,Low,2.0,Meal,motorcycle,0.0,No,Metropolitian,20.0,9.056024276265347
30.0,3.7,Sandstorms,Jam,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,44.0,20.44292976252901
37.0,4.7,Cloudy,High,2.0,Snack,motorcycle,1.0,No,Urban,37.0,6.208681984039767
38.0,5.0,Sunny,Jam,2.0,Drinks,electric_scooter,1.0,No,Urban,28.0,16.11346982168448
30.0,4.4,Stormy,Jam,1.0,Buffet,scooter,1.0,No,Metropolitian,16.0,5057.312542000764
35.0,4.9,Fog,Medium,0.0,Meal,motorcycle,1.0,No,Urban,41.0,19.61865601365972
33.0,4.5,Fog,Low,1.0,Buffet,scooter,0.0,No,Metropolitian,33.0,20.44292976252901
37.0,5.0,Sunny,Medium,0.0,Buffet,motorcycle,0.0,No,Metropolitian,25.0,9.15771032959411
30.0,4.8,Sunny,Medium,1.0,Meal,motorcycle,1.0,No,Metropolitian,23.0,20.182068898087746
37.0,4.1,Cloudy,Low,0.0,Meal,motorcycle,0.0,No,Metropolitian,43.0,12.4179077297463
30.0,4.6,Cloudy,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,46.0,11.00773476374462
30.0,4.8,Sunny,Jam,0.0,Buffet,motorcycle,1.0,No,Urban,39.0,20.20779793335816
25.0,4.7,Sunny,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,21.0,7.790336733567704
35.0,4.2,Stormy,Medium,1.0,Snack,scooter,1.0,No,Urban,36.0,10.683827860847892
34.0,4.7,Windy,Medium,2.0,Buffet,motorcycle,1.0,No,Metropolitian,24.0,16.635629218678122
20.0,4.6,Sandstorms,Medium,1.0,Snack,motorcycle,1.0,No,Urban,25.0,7.651068542725116
26.0,4.7,Stormy,Low,2.0,Buffet,motorcycle,0.0,No,Metropolitian,10.0,17.076490143794658
33.0,4.7,Stormy,Medium,0.0,Meal,motorcycle,1.0,No,Urban,27.0,6.147383751705428
37.0,3.7,Sandstorms,Jam,1.0,Buffet,scooter,1.0,No,Metropolitian,33.0,12.236790662986138
23.0,4.7,Sunny,Jam,1.0,Drinks,motorcycle,0.0,No,Metropolitian,14.0,12.350830179827549
28.0,4.8,Sandstorms,Low,0.0,Snack,motorcycle,0.0,No,Urban,24.0,14.15280068944862
35.0,4.3,Fog,Jam,1.0,Buffet,motorcycle,0.0,No,Metropolitian,43.0,13.68160171925017
38.0,4.9,Stormy,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,27.0,12.256321133212229
21.0,4.6,Stormy,Medium,1.0,Buffet,scooter,1.0,No,Metropolitian,24.0,5.959266895919677
29.0,4.7,Cloudy,Medium,2.0,Meal,electric_scooter,1.0,No,Metropolitian,30.0,16.822056546203214
22.0,4.6,Windy,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,12.0,19.66599261171412
33.0,4.9,Fog,Medium,2.0,Buffet,motorcycle,1.0,No,Urban,33.0,16.72059667667709
29.0,4.4,Cloudy,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,31.0,13.969878141806625
23.0,4.7,Cloudy,Low,2.0,Meal,scooter,0.0,No,Metropolitian,16.0,9.177805335295874
33.0,4.9,Fog,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,50.0,16.819856608097247
36.0,4.7,Sunny,Low,0.0,Buffet,motorcycle,0.0,No,Urban,28.0,7.719013857207678
32.0,4.6,Sunny,High,1.0,Drinks,scooter,0.0,No,Urban,22.0,3.0589506421330555
20.0,5.0,Stormy,Low,2.0,Buffet,scooter,0.0,No,Urban,18.0,3.10533227339685
30.0,4.2,Cloudy,High,0.0,Snack,motorcycle,1.0,No,Metropolitian,31.0,6.21800119018663
25.0,4.6,Stormy,Jam,1.0,Meal,scooter,0.0,No,Metropolitian,13.0,9.314862687658117
27.0,4.7,Fog,Medium,1.0,Snack,motorcycle,1.0,No,Metropolitian,31.0,16.900616226154256
36.0,4.9,Sunny,Jam,2.0,Meal,electric_scooter,1.0,No,Metropolitian,23.0,16.601276790345963
29.0,4.6,Stormy,Jam,1.0,Drinks,motorcycle,1.0,No,Metropolitian,25.0,12.464367397048669
25.0,4.6,Sunny,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,22.0,11.00773476374462
27.0,4.6,Windy,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,22.0,13.989473698864703
24.0,4.5,Sandstorms,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,24.0,13.682516298592295
39.0,4.0,Stormy,Jam,0.0,Snack,motorcycle,3.0,No,Semi-Urban,49.0,20.28559840129957
27.0,5.0,Fog,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,34.0,11.983323050924776
35.0,4.7,Sunny,Jam,2.0,Buffet,motorcycle,0.0,No,Urban,20.0,7.683253857182166
23.0,4.7,Fog,Medium,2.0,Drinks,scooter,0.0,No,Metropolitian,11.0,9.219708856174128
30.0,4.8,Cloudy,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,38.0,10.683836829081004
20.0,4.9,Fog,Jam,1.0,Buffet,scooter,0.0,No,Metropolitian,26.0,9.316238098535406
37.0,4.9,Sandstorms,High,0.0,Drinks,motorcycle,0.0,Yes,Metropolitian,42.0,6.210543032489626
37.0,4.6,Fog,Jam,0.0,Meal,motorcycle,0.0,No,Semi-Urban,50.0,13.989695713800396
36.0,3.5,Cloudy,Low,2.0,Meal,scooter,2.0,No,Metropolitian,37.0,12.435806041180758
38.0,4.6,Sunny,Jam,0.0,Snack,motorcycle,2.0,No,Metropolitian,40.0,10.704161271430332
37.0,4.6,Sandstorms,Low,1.0,Drinks,motorcycle,0.0,No,Urban,26.0,9.348052751110616
38.0,4.7,Sandstorms,Medium,0.0,Buffet,motorcycle,1.0,No,Urban,33.0,9.075423573606574
22.0,5.0,Sandstorms,Low,1.0,Drinks,motorcycle,1.0,No,Metropolitian,12.0,13.682164847733755
39.0,4.1,Stormy,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,26.0,3.0585736588579726
38.0,4.9,Sandstorms,Low,1.0,Meal,scooter,1.0,No,Urban,29.0,9.075228438646324
35.0,4.7,Sunny,Low,1.0,Meal,motorcycle,0.0,No,Metropolitian,12.0,3.1161407812915187
26.0,4.2,Stormy,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,21.0,3.104785917529512
30.0,4.2,Fog,High,2.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,3.0188284633848217
32.0,4.6,Sunny,Jam,1.0,Drinks,scooter,1.0,No,Metropolitian,28.0,16.722543155307
37.0,4.7,Fog,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,31.0,7.683253857182166
27.0,4.7,Windy,Medium,2.0,Meal,electric_scooter,1.0,No,Metropolitian,27.0,6.217860689144307
22.0,4.2,Windy,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,15.0,1.552697443893239
27.0,4.5,Sandstorms,Medium,1.0,Buffet,scooter,0.0,No,Metropolitian,21.0,5.962202685727718
20.0,5.0,Sunny,High,2.0,Drinks,motorcycle,0.0,No,Urban,16.0,3.105268883133742
37.0,4.9,Sunny,Low,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,19.0,7.790314135591859
21.0,4.8,Windy,High,1.0,Buffet,motorcycle,1.0,No,Metropolitian,18.0,6.290134677634678
24.0,4.2,Cloudy,Jam,2.0,Snack,scooter,0.0,No,Metropolitian,33.0,10.428102699087152
20.0,4.6,Stormy,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,20.0,16.47598057072457
32.0,4.8,Stormy,Low,2.0,Snack,motorcycle,1.0,No,Urban,22.0,1.5292976945190186
31.0,4.6,Sandstorms,Medium,1.0,Drinks,scooter,0.0,No,Metropolitian,27.0,4.66365822992179
23.0,4.6,Cloudy,Medium,2.0,Drinks,motorcycle,1.0,No,Metropolitian,12.0,6.2323920207909005
29.0,4.7,Fog,Medium,2.0,Buffet,motorcycle,0.0,No,Urban,12.0,4.527973054243058
26.0,4.7,Cloudy,High,0.0,Snack,motorcycle,1.0,No,Metropolitian,25.0,1.5581193629487389
30.0,4.1,Windy,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,23.0,1.5581570033504792
36.0,4.1,Stormy,Medium,1.0,Drinks,motorcycle,2.0,No,Metropolitian,38.0,10.602589325657693
33.0,4.7,Cloudy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,23.0,1.5524796373051026
34.0,4.9,Sunny,Jam,1.0,Buffet,scooter,1.0,No,Metropolitian,28.0,19.976746466954737
28.0,4.7,Sunny,Low,2.0,Buffet,electric_scooter,1.0,No,Urban,17.0,1.5581322655568652
26.0,4.5,Stormy,Low,0.0,Buffet,motorcycle,1.0,No,Urban,20.0,5008.237849055538
27.0,4.9,Sandstorms,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,27.0,16.721976048741215
35.0,4.7,Fog,Jam,0.0,Meal,motorcycle,1.0,No,Urban,42.0,12.09917098801042
23.0,4.6,Sunny,High,1.0,Meal,scooter,1.0,No,Urban,15.0,3.104686366912265
24.0,4.9,Windy,Low,2.0,Buffet,scooter,0.0,No,Metropolitian,19.0,1.5725337292863206
35.0,4.3,Sandstorms,Jam,0.0,Meal,motorcycle,1.0,Yes,Metropolitian,52.0,13.61133781432128
32.0,4.7,Sunny,Low,1.0,Snack,motorcycle,0.0,No,Metropolitian,11.0,3.025079987314704
38.0,4.8,Sunny,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,25.0,12.421242442902573
39.0,4.9,Sandstorms,High,1.0,Meal,motorcycle,1.0,No,Metropolitian,25.0,1.558137239175215
33.0,4.6,Fog,Medium,1.0,Buffet,scooter,0.0,No,Urban,17.0,4.589345115377281
36.0,5.0,Windy,High,2.0,Snack,motorcycle,0.0,No,Metropolitian,29.0,6.1288740968464825
39.0,4.5,Sunny,Jam,1.0,Snack,motorcycle,0.0,No,Urban,21.0,16.85256546543028
32.0,4.2,Windy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,41.0,13.788957415778516
22.0,4.7,Sunny,Jam,2.0,Buffet,scooter,1.0,No,Urban,20.0,16.722543155307
23.0,4.5,Sandstorms,Low,2.0,Snack,scooter,0.0,No,Metropolitian,12.0,17.097896810816284
25.0,4.9,Sandstorms,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,29.0,4.544267482984226
37.0,4.9,Sandstorms,Medium,1.0,Buffet,scooter,1.0,No,Metropolitian,27.0,16.641014927987907
34.0,4.8,Sunny,Low,2.0,Buffet,scooter,0.0,No,Metropolitian,15.0,4.528289130580048
35.0,4.1,Stormy,Medium,2.0,Buffet,scooter,1.0,No,Metropolitian,37.0,17.09752492719776
24.0,4.1,Fog,High,1.0,Drinks,scooter,1.0,No,Metropolitian,34.0,3.0646768621690934
28.0,4.6,Fog,Low,2.0,Meal,scooter,0.0,No,Urban,12.0,1.520309052937885
30.0,3.8,Stormy,Low,2.0,Drinks,motorcycle,0.0,No,Metropolitian,16.0,12.100287598006089
32.0,4.7,Windy,Medium,1.0,Meal,motorcycle,0.0,No,Metropolitian,30.0,7.54997184471634
30.0,5.0,Sunny,Low,2.0,Snack,motorcycle,1.0,No,Metropolitian,27.0,12.417115998944013
33.0,4.1,Sandstorms,Jam,0.0,Drinks,motorcycle,1.0,No,Urban,42.0,4.544228016639666
30.0,4.1,Windy,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,31.0,14.15280068944862
28.0,4.9,Sandstorms,Low,1.0,Meal,scooter,1.0,No,Urban,19.0,3.0736184684147863
29.0,4.7,Stormy,Medium,2.0,Buffet,scooter,1.0,No,Metropolitian,28.0,4.395281348843586
33.0,4.7,Fog,High,0.0,Snack,motorcycle,0.0,No,Metropolitian,34.0,6.050033592458703
33.0,4.6,Sandstorms,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,25.0,9.074486316335918
35.0,4.6,Windy,Medium,1.0,Buffet,scooter,1.0,No,Metropolitian,28.0,7.68415541716559
32.0,4.7,Stormy,Low,2.0,Snack,scooter,1.0,No,Urban,23.0,4.395415943127041
22.0,4.8,Cloudy,Low,2.0,Meal,scooter,1.0,No,Metropolitian,27.0,19.36770197203108
39.0,5.0,Sunny,Jam,1.0,Snack,motorcycle,0.0,No,Urban,17.0,9.087720328091445
23.0,4.5,Windy,Medium,2.0,Drinks,motorcycle,0.0,No,Metropolitian,22.0,17.29786575291325
32.0,4.6,Sandstorms,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,28.0,1.5524082366562466
24.0,4.9,Stormy,High,1.0,Buffet,motorcycle,0.0,No,Urban,15.0,3.0605561405264683
29.0,4.7,Sunny,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,21.0,9.348433430020537
25.0,4.5,Windy,Low,1.0,Drinks,motorcycle,0.0,No,Metropolitian,17.0,9.19151681625338
35.0,4.7,Stormy,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,25.0,9.313347514768024
35.0,4.6,Cloudy,Low,0.0,Buffet,motorcycle,2.0,No,Metropolitian,43.0,10.255054073729374
32.0,3.5,Fog,Low,2.0,Buffet,motorcycle,1.0,No,Metropolitian,35.0,12.257021346006622
23.0,4.7,Windy,Medium,0.0,Drinks,motorcycle,1.0,No,Urban,15.0,7.68415541716559
38.0,4.6,Stormy,Low,1.0,Buffet,scooter,0.0,No,Urban,24.0,20.253258047708663
25.0,4.5,Sandstorms,Jam,2.0,Buffet,motorcycle,1.0,No,Metropolitian,22.0,13.78848075238715
22.0,4.9,Stormy,Medium,1.0,Snack,motorcycle,1.0,No,Metropolitian,19.0,12.23737947367096
30.0,4.2,Fog,Jam,2.0,Buffet,scooter,0.0,No,Urban,35.0,4.657590955429781
27.0,4.6,Cloudy,Low,0.0,Drinks,motorcycle,1.0,No,Urban,17.0,1.5094466586405106
24.0,4.7,Sandstorms,Medium,2.0,Buffet,scooter,1.0,No,Urban,22.0,9.262902940888347
34.0,5.0,Sunny,Low,2.0,Meal,motorcycle,0.0,No,Metropolitian,14.0,3.10533227339685
20.0,4.4,Fog,Jam,2.0,Snack,electric_scooter,1.0,No,Metropolitian,34.0,14.15280068944862
23.0,4.7,Sunny,Jam,2.0,Drinks,scooter,0.0,No,Metropolitian,12.0,7.720670489738339
30.0,4.1,Sandstorms,Jam,2.0,Snack,scooter,0.0,No,Metropolitian,44.0,19.89050358396721
23.0,4.8,Stormy,Low,2.0,Buffet,scooter,1.0,No,Metropolitian,14.0,14.15280068944862
32.0,5.0,Windy,Medium,1.0,Drinks,motorcycle,0.0,No,Metropolitian,33.0,7.6481792534738355
25.0,4.5,Sandstorms,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,21.0,4.595940524023754
30.0,4.0,Cloudy,High,2.0,Buffet,motorcycle,0.0,No,Urban,31.0,6.217824017922212
30.0,4.8,Stormy,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,26.0,10.641928366460489
26.0,4.6,Sandstorms,Low,2.0,Buffet,scooter,1.0,No,Metropolitian,19.0,12.256574293065658
37.0,4.4,Windy,High,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,33.0,6.210030477135088
37.0,4.4,Windy,Low,0.0,Meal,motorcycle,0.0,No,Urban,24.0,3.1089836948124367
26.0,4.7,Fog,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,29.0,4.494279117295131
34.0,4.8,Sunny,Low,1.0,Meal,scooter,0.0,No,Metropolitian,16.0,19.91643253383936
20.0,4.7,Stormy,Jam,2.0,Buffet,motorcycle,1.0,No,Metropolitian,28.0,13.392708074822348
21.0,4.6,Stormy,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,29.0,20.253258047708663
36.0,4.6,Stormy,Medium,2.0,Meal,motorcycle,0.0,No,Metropolitian,29.0,9.314908769971195
25.0,4.7,Cloudy,Low,2.0,Drinks,scooter,1.0,No,Urban,11.0,1.5606061760664074
31.0,4.9,Sandstorms,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,29.0,1.536828545242727
23.0,4.8,Cloudy,Medium,2.0,Buffet,scooter,1.0,No,Metropolitian,26.0,14.021726512881596
32.0,4.6,Cloudy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,36.0,16.384467035863942
24.0,4.7,Sandstorms,Low,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,13.0,12.418480328292787
36.0,5.0,Sunny,Low,1.0,Buffet,scooter,0.0,No,Metropolitian,15.0,3.0645104714747093
37.0,4.8,Windy,Jam,1.0,Snack,motorcycle,0.0,No,Urban,25.0,12.161450531436758
31.0,4.8,Fog,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,27.0,17.29786575291325
20.0,4.5,Windy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,12.0,9.315725653468126
22.0,4.6,Sunny,Medium,2.0,Meal,motorcycle,1.0,No,Metropolitian,19.0,19.917038235830077
29.0,4.8,Windy,Jam,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,27.0,16.72146713385881
30.0,4.5,Stormy,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,30.0,4.717601092054723
23.0,4.6,Cloudy,Medium,0.0,Meal,motorcycle,0.0,No,Urban,34.0,10.5652785705811
32.0,4.5,Sandstorms,Low,2.0,Buffet,scooter,0.0,No,Urban,26.0,1.5524171298912166
31.0,4.7,Fog,Medium,2.0,Meal,scooter,1.0,No,Metropolitian,15.0,7.772207463584183
23.0,4.6,Cloudy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,20.0,4.544085706303389
36.0,4.1,Stormy,Medium,2.0,Drinks,motorcycle,1.0,No,Metropolitian,35.0,13.406506203190968
26.0,4.6,Sandstorms,Low,1.0,Snack,motorcycle,0.0,No,Urban,10.0,9.326360257118816
22.0,4.9,Fog,Low,1.0,Snack,scooter,1.0,No,Urban,11.0,4.674333788013509
22.0,3.1,Sunny,Low,2.0,Buffet,scooter,1.0,No,Metropolitian,34.0,11.916757259074618
33.0,4.7,Windy,Low,0.0,Snack,motorcycle,1.0,No,Urban,25.0,16.9816045075895
21.0,4.9,Cloudy,High,1.0,Meal,motorcycle,1.0,No,Metropolitian,23.0,6.218076509100711
33.0,4.6,Windy,High,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,33.0,3.1051455399287056
22.0,4.5,Windy,Low,1.0,Buffet,motorcycle,1.0,No,Metropolitian,16.0,12.116886186590971
32.0,4.6,Fog,Low,2.0,Snack,electric_scooter,1.0,No,Metropolitian,18.0,3.1162385581768866
38.0,4.6,Cloudy,Low,0.0,Drinks,motorcycle,0.0,No,Urban,23.0,3.01882678715419
35.0,4.9,Sandstorms,Medium,1.0,Snack,motorcycle,0.0,No,Metropolitian,25.0,12.434913132379243
30.0,4.1,Fog,Jam,2.0,Buffet,scooter,2.0,No,Metropolitian,47.0,14.0453730484291
35.0,4.9,Sunny,Low,1.0,Snack,scooter,1.0,No,Metropolitian,25.0,19.91554755152054
37.0,3.6,Windy,Medium,1.0,Buffet,scooter,0.0,No,Metropolitian,37.0,5903.068140670003
39.0,4.7,Windy,Medium,1.0,Meal,motorcycle,0.0,No,Urban,26.0,10.565262855251524
31.0,4.8,Sunny,Low,1.0,Drinks,motorcycle,1.0,No,Metropolitian,18.0,9.05536131845396
35.0,4.6,Windy,Low,2.0,Snack,scooter,0.0,No,Urban,29.0,1.5525876685610622
34.0,4.7,Sunny,High,0.0,Meal,motorcycle,1.0,No,Metropolitian,24.0,3.0269314857673773
28.0,4.5,Sunny,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,22.0,7.601308045983357
33.0,4.6,Fog,Medium,1.0,Snack,motorcycle,0.0,No,Metropolitian,19.0,7.661250453808297
30.0,4.0,Fog,Medium,1.0,Meal,motorcycle,1.0,No,Metropolitian,16.0,4707.899348647743
30.0,5.0,Sandstorms,Low,2.0,Snack,scooter,1.0,No,Urban,24.0,3.1044353971266565
22.0,4.7,Cloudy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,25.0,9.060226100288048
39.0,4.9,Sandstorms,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,21.0,4.717601092054723
34.0,3.8,Sunny,Jam,2.0,Meal,electric_scooter,0.0,No,Metropolitian,32.0,11.719815091955756
28.0,5.0,Stormy,Medium,1.0,Drinks,motorcycle,1.0,No,Metropolitian,25.0,13.97065239831014
38.0,4.8,Sunny,Medium,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,20.0,5.958847028253639
27.0,4.5,Sunny,Low,0.0,Snack,motorcycle,0.0,No,Metropolitian,22.0,13.788169484007303
38.0,4.4,Stormy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,27.0,7.862668167410368
24.0,4.1,Cloudy,Jam,1.0,Snack,scooter,1.0,No,Metropolitian,39.0,19.76009151967568
34.0,4.8,Sandstorms,Low,1.0,Snack,scooter,0.0,No,Urban,16.0,20.44292976252901
23.0,5.0,Sunny,Medium,1.0,Meal,motorcycle,0.0,No,Metropolitian,15.0,12.29343378697411
20.0,4.5,Sunny,High,1.0,Drinks,scooter,1.0,No,Urban,15.0,1.5725337292863206
38.0,4.0,Sandstorms,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,12.161642370389036
39.0,4.6,Sunny,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,21.0,4.537516076226438
21.0,4.7,Windy,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,29.0,12.58026782240096
33.0,4.1,Stormy,Medium,1.0,Drinks,motorcycle,2.0,No,Metropolitian,36.0,14.15280068944862
39.0,4.8,Cloudy,Jam,0.0,Meal,motorcycle,1.0,Yes,Metropolitian,51.0,17.29786575291325
34.0,4.5,Stormy,Medium,2.0,Snack,electric_scooter,1.0,No,Metropolitian,28.0,4.717601092054723
26.0,4.8,Sunny,Medium,1.0,Meal,motorcycle,0.0,No,Metropolitian,17.0,9.055848504226429
32.0,5.0,Sandstorms,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,26.0,7.762092914972186
33.0,4.9,Sandstorms,Jam,1.0,Meal,motorcycle,0.0,No,Metropolitian,26.0,11.98391053513802
28.0,4.6,Cloudy,Low,0.0,Meal,motorcycle,1.0,No,Urban,23.0,10.56459693415822
39.0,4.2,Sandstorms,High,0.0,Drinks,motorcycle,1.0,No,Metropolitian,44.0,1.5125976112065025
37.0,4.7,Sunny,Medium,1.0,Meal,scooter,0.0,No,Metropolitian,19.0,6.232139486668102
26.0,4.8,Windy,Jam,2.0,Meal,scooter,0.0,No,Urban,12.0,7.862668167410368
25.0,4.7,Windy,Low,1.0,Drinks,motorcycle,0.0,No,Urban,10.0,3.105091522701049
25.0,4.5,Sunny,Jam,1.0,Drinks,motorcycle,0.0,No,Metropolitian,23.0,13.970652591255588
30.0,5.0,Sunny,High,0.0,Snack,motorcycle,1.0,No,Metropolitian,29.0,6.146622187550208
21.0,4.8,Stormy,Jam,0.0,Drinks,motorcycle,0.0,No,Metropolitian,33.0,12.464390099643042
23.0,4.8,Cloudy,Low,1.0,Drinks,scooter,1.0,No,Urban,18.0,3.073462803868858
38.0,4.8,Fog,Medium,0.0,Snack,motorcycle,0.0,No,Metropolitian,30.0,9.348109676504626
38.0,4.8,Cloudy,Low,2.0,Buffet,motorcycle,1.0,No,Metropolitian,27.0,20.44292976252901
32.0,4.7,Cloudy,High,2.0,Drinks,scooter,0.0,No,Metropolitian,37.0,5.992261339612392
29.0,4.8,Sandstorms,Jam,0.0,Drinks,motorcycle,2.0,No,Metropolitian,39.0,12.099096916817196
32.0,4.6,Sunny,Medium,1.0,Meal,motorcycle,0.0,No,Metropolitian,21.0,7.790156595702848
38.0,4.4,Sandstorms,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,23.0,3.1089255711547725
34.0,4.7,Cloudy,Low,2.0,Snack,electric_scooter,0.0,No,Metropolitian,15.0,1.532229188735096
31.0,4.9,Stormy,Low,2.0,Snack,motorcycle,0.0,No,Urban,19.0,12.256421318543588
32.0,4.9,Windy,Medium,2.0,Drinks,electric_scooter,1.0,No,Urban,27.0,8.942954308598226
20.0,4.8,Windy,Low,2.0,Meal,scooter,0.0,No,Metropolitian,11.0,1.489829154062434
25.0,4.6,Stormy,Low,2.0,Snack,electric_scooter,1.0,No,Urban,15.0,11.00773476374462
25.0,4.9,Windy,Low,2.0,Snack,motorcycle,0.0,No,Urban,10.0,8.812119870403658
21.0,4.8,Sandstorms,Medium,2.0,Meal,scooter,1.0,No,Metropolitian,29.0,7.761160094160204
35.0,4.8,Cloudy,Jam,0.0,Meal,motorcycle,1.0,Yes,Metropolitian,50.0,19.882650147416
27.0,4.7,Windy,High,2.0,Meal,scooter,1.0,No,Metropolitian,21.0,6.127106344248052
29.0,4.6,Sandstorms,Jam,1.0,Buffet,scooter,1.0,No,Metropolitian,26.0,4.537989684962583
22.0,4.6,Stormy,Low,2.0,Buffet,scooter,0.0,No,Metropolitian,19.0,3.05960707159485
38.0,4.7,Stormy,Medium,0.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,4.610405794808594
39.0,4.8,Fog,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,25.0,1.5263946243583362
26.0,5.0,Cloudy,Medium,2.0,Drinks,scooter,1.0,No,Urban,15.0,4.560903158461033
28.0,4.8,Cloudy,Low,1.0,Buffet,motorcycle,1.0,No,Metropolitian,16.0,1.5101907524492046
27.0,4.9,Stormy,Medium,0.0,Snack,motorcycle,0.0,No,Metropolitian,20.0,7.790401204068506
27.0,4.7,Fog,Jam,2.0,Drinks,motorcycle,1.0,No,Metropolitian,29.0,9.314115494737472
33.0,4.6,Fog,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,7.573225613488764
