Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance_in_KM
30.0,4.4,Sandstorms,Jam,0.0,Snack,motorcycle,2.0,No,Metropolitian,47.0,7.447061074885405
27.0,4.4,Cloudy,Jam,2.0,Snack,motorcycle,1.0,No,Metropolitian,33.0,14.15280068944862
30.0,4.9,Fog,Low,0.0,Buffet,motorcycle,1.0,No,Urban,28.0,3.073397297636044
30.0,3.9,Cloudy,Jam,1.0,Snack,motorcycle,1.0,No,Metropolitian,24.0,4.656902198106395
30.0,4.0,Cloudy,High,2.0,Drinks,scooter,1.0,No,Metropolitian,23.0,6.037529176542177
39.0,4.8,Sunny,Medium,0.0,Drinks,motorcycle,0.0,No,Metropolitian,25.0,12.58026782240096
38.0,4.0,Stormy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,34.0,10.757499697083244
27.0,4.7,Sandstorms,Low,2.0,Meal,electric_scooter,0.0,No,Metropolitian,10.0,20.44292976252901
39.0,4.7,Cloudy,Medium,0.0,Buffet,motorcycle,2.0,No,Urban,34.0,7.447061074885405
20.0,4.6,Cloudy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,24.0,13.682504886916606
20.0,4.8,Cloudy,High,2.0,Drinks,scooter,1.0,No,Metropolitian,23.0,3.0734222587643045
34.0,4.9,Sandstorms,Medium,0.0,Buffet,motorcycle,0.0,No,Metropolitian,30.0,4.469157679084987
20.0,4.6,Fog,Medium,1.0,Drinks,scooter,1.0,No,Metropolitian,27.0,12.58026782240096
39.0,4.0,Windy,High,1.0,Meal,motorcycle,1.0,No,Metropolitian,33.0,6.232321450753526
34.0,4.8,Sunny,High,1.0,Snack,motorcycle,1.0,No,Metropolitian,18.0,3.109058525590351
26.0,4.7,Fog,Jam,1.0,Drinks,motorcycle,1.0,No,Metropolitian,21.0,4.540797338774001
35.0,4.8,Cloudy,Medium,1.0,Snack,motorcycle,0.0,No,Urban,19.0,4.658001279265391
27.0,4.4,Windy,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,37.0,20.18090860125022
30.0,4.3,Sandstorms,Jam,1.0,Buffet,scooter,1.0,No,Urban,28.0,13.61385032584042
31.0,4.8,Sunny,High,0.0,Buffet,motorcycle,1.0,No,Metropolitian,28.0,1.5203573134022046
39.0,4.4,Fog,Medium,2.0,Buffet,scooter,2.0,No,Metropolitian,44.0,12.108706523152946
39.0,5.0,Cloudy,Low,0.0,Buffet,motorcycle,0.0,No,Urban,21.0,3.145067434621583
37.0,4.2,Cloudy,Jam,2.0,Meal,scooter,2.0,No,Metropolitian,42.0,20.44292976252901
25.0,4.8,Windy,Medium,0.0,Buffet,motorcycle,1.0,No,Urban,15.0,6.040452193269835
20.0,5.0,Windy,Jam,2.0,Buffet,scooter,0.0,No,Urban,17.0,16.384467035863942
32.0,3.6,Fog,Low,2.0,Meal,scooter,0.0,No,Metropolitian,39.0,13.615833459011268
27.0,4.7,Sandstorms,Medium,1.0,Snack,motorcycle,1.0,No,Urban,21.0,4.464846077192792
39.0,4.0,Stormy,Medium,1.0,Drinks,scooter,1.0,No,Metropolitian,32.0,5.968995503546301
32.0,4.7,Fog,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,25.0,1.5526813140972442
22.0,4.8,Fog,High,0.0,Snack,motorcycle,1.0,No,Metropolitian,23.0,6.290134677634678
29.0,4.6,Windy,Jam,0.0,Meal,motorcycle,1.0,No,Urban,29.0,17.078934089494954
24.0,4.8,Windy,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,26.0,16.384467035863942
36.0,4.5,Sandstorms,Low,0.0,Snack,motorcycle,0.0,No,Metropolitian,26.0,12.29378731203682
23.0,4.7,Fog,High,1.0,Meal,scooter,0.0,No,Metropolitian,25.0,1.5607174317807049
32.0,4.5,Fog,Medium,1.0,Buffet,motorcycle,1.0,No,Urban,17.0,6.209021101535612
33.0,4.3,Cloudy,Jam,1.0,Snack,motorcycle,1.0,No,Metropolitian,48.0,16.827953238536708
32.0,5.0,Fog,Jam,0.0,Buffet,motorcycle,0.0,No,Metropolitian,49.0,12.162115936702182
21.0,4.6,Windy,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,33.0,7.76260023979039
36.0,4.8,Stormy,Medium,1.0,Snack,scooter,1.0,No,Urban,22.0,13.830779932927063
27.0,4.1,Windy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,27.0,7.562317945109334
28.0,4.5,Windy,Medium,1.0,Buffet,scooter,1.0,No,Urban,24.0,16.721288103917214
25.0,4.9,Stormy,Low,2.0,Buffet,motorcycle,0.0,No,Urban,12.0,7.4411463368398385
29.0,4.5,Windy,Low,2.0,Meal,electric_scooter,1.0,No,Metropolitian,17.0,3.0585736588579726
20.0,4.9,Windy,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,30.0,16.852241972645785
33.0,4.9,Stormy,Low,2.0,Meal,electric_scooter,1.0,No,Metropolitian,18.0,12.435238152054549
36.0,4.5,Stormy,Low,1.0,Drinks,scooter,0.0,No,Urban,23.0,13.968842021961056
25.0,4.8,Cloudy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,26.0,4.537940846050908
31.0,4.7,Sandstorms,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,16.0,11.719960263754544
35.0,4.6,Stormy,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,29.0,11.719793996060902
32.0,4.2,Windy,Medium,0.0,Meal,motorcycle,2.0,No,Metropolitian,44.0,14.15280068944862
29.0,4.6,Stormy,Jam,1.0,Meal,motorcycle,1.0,No,Metropolitian,20.0,10.427668815941242
36.0,5.0,Windy,Medium,2.0,Meal,scooter,1.0,No,Metropolitian,27.0,7.601304456856061
33.0,4.3,Sandstorms,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,41.0,10.570353220161351
23.0,4.7,Windy,High,0.0,Drinks,motorcycle,1.0,No,Metropolitian,26.0,5.958965689667192
31.0,5.0,Cloudy,Low,2.0,Meal,electric_scooter,1.0,No,Urban,18.0,9.121425981981249
25.0,4.6,Cloudy,Jam,2.0,Snack,electric_scooter,2.0,No,Metropolitian,44.0,10.565936169903516
29.0,5.0,Sandstorms,Jam,1.0,Meal,scooter,1.0,No,Urban,22.0,10.709003371535417
32.0,4.4,Windy,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,54.0,16.852572769450653
20.0,5.0,Stormy,Low,2.0,Snack,electric_scooter,0.0,No,Metropolitian,14.0,2.979521049499924
22.0,4.3,Cloudy,Jam,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,42.0,10.709308833621588
22.0,4.6,Cloudy,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,24.0,20.18263448829367
37.0,4.6,Windy,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,28.0,13.98984971037147
34.0,4.7,Sunny,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,21.0,7.631544914988774
20.0,4.9,Windy,Low,1.0,Meal,scooter,0.0,No,Metropolitian,13.0,12.09917098801042
32.0,4.6,Windy,Medium,2.0,Buffet,motorcycle,1.0,No,Metropolitian,27.0,9.177805335295874
35.0,4.0,Cloudy,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,38.0,19.975520086221444
26.0,4.8,Windy,Medium,2.0,Meal,scooter,1.0,No,Metropolitian,26.0,7.763197145328887
32.0,4.7,Cloudy,Low,0.0,Snack,motorcycle,1.0,No,Urban,22.0,1.5322647895213353
22.0,5.0,Fog,Jam,0.0,Meal,motorcycle,1.0,No,Urban,23.0,4.469027394505617
32.0,4.6,Stormy,High,2.0,Meal,electric_scooter,0.0,No,Metropolitian,29.0,6.081596950437154
21.0,4.0,Windy,Low,0.0,Snack,motorcycle,0.0,No,Metropolitian,15.0,4.537860442229041
28.0,4.9,Stormy,Low,1.0,Buffet,motorcycle,0.0,No,Urban,10.0,20.18063511411472
31.0,4.6,Sunny,Jam,1.0,Buffet,scooter,0.0,No,Metropolitian,18.0,11.00773476374462
37.0,4.8,Windy,Medium,1.0,Snack,scooter,1.0,No,Metropolitian,27.0,17.29786575291325
30.0,4.5,Cloudy,Jam,0.0,Snack,motorcycle,2.0,No,Metropolitian,53.0,11.00773476374462
26.0,4.8,Stormy,Jam,1.0,Buffet,scooter,0.0,No,Metropolitian,24.0,7.790426271963797
26.0,4.1,Stormy,Low,0.0,Meal,motorcycle,0.0,No,Metropolitian,16.0,7.790439155314363
33.0,5.0,Sunny,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,32.0,12.362235031113329
39.0,4.6,Stormy,High,1.0,Drinks,motorcycle,1.0,No,Urban,25.0,1.5606630381436275
37.0,4.8,Stormy,Low,1.0,Buffet,motorcycle,1.0,No,Urban,17.0,19.36427479298585
35.0,5.0,Fog,Jam,1.0,Drinks,scooter,2.0,No,Metropolitian,37.0,16.660097204546265
24.0,4.2,Windy,Jam,0.0,Buffet,motorcycle,2.0,No,Metropolitian,35.0,16.90314234117986
24.0,4.0,Cloudy,Jam,2.0,Buffet,scooter,1.0,No,Urban,40.0,12.09902345211663
30.0,3.8,Sandstorms,Low,0.0,Meal,motorcycle,0.0,No,Metropolitian,25.0,1.5302997807730143
31.0,4.9,Fog,Jam,1.0,Drinks,scooter,0.0,No,Metropolitian,25.0,7.790525266841046
28.0,4.6,Cloudy,Low,2.0,Buffet,motorcycle,0.0,No,Metropolitian,10.0,3.06453465774736
26.0,4.8,Stormy,Jam,1.0,Drinks,motorcycle,1.0,No,Metropolitian,28.0,9.435201537430713
23.0,4.6,Sunny,Medium,0.0,Meal,motorcycle,0.0,No,Metropolitian,16.0,17.097896810816284
26.0,4.6,Fog,Jam,0.0,Buffet,motorcycle,2.0,No,Urban,46.0,16.9032932130662
34.0,4.9,Cloudy,Medium,2.0,Snack,electric_scooter,1.0,Yes,Metropolitian,44.0,12.419709768770852
23.0,4.9,Cloudy,Low,1.0,Buffet,scooter,1.0,No,Urban,12.0,7.862668167410368
27.0,4.7,Fog,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,36.0,11.914594077317576
22.0,4.6,Windy,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,14.0,1.5525809531926802
36.0,4.7,Sandstorms,Jam,1.0,Drinks,scooter,1.0,No,Metropolitian,25.0,4.588321086013583
25.0,4.8,Stormy,Low,1.0,Snack,motorcycle,1.0,No,Metropolitian,18.0,9.348134176984027
21.0,4.8,Fog,Jam,0.0,Buffet,motorcycle,2.0,No,Urban,41.0,14.15280068944862
28.0,4.3,Cloudy,Jam,1.0,Drinks,motorcycle,2.0,No,Metropolitian,35.0,12.162418131175954
32.0,4.8,Stormy,Low,1.0,Buffet,motorcycle,0.0,No,Urban,25.0,1.5203728379727393
23.0,4.5,Windy,Low,2.0,Meal,scooter,0.0,No,Metropolitian,12.0,1.5524148945455951
38.0,5.0,Cloudy,Low,0.0,Snack,motorcycle,2.0,No,Metropolitian,39.0,20.25378851608599
27.0,4.6,Sunny,Jam,0.0,Snack,motorcycle,0.0,No,Urban,22.0,10.707144604562082
35.0,4.5,Sunny,Medium,1.0,Buffet,scooter,1.0,No,Metropolitian,29.0,10.756895455613911
20.0,4.8,Stormy,Low,2.0,Snack,scooter,0.0,No,Metropolitian,14.0,4.657672650623545
34.0,4.5,Cloudy,Low,0.0,Snack,motorcycle,0.0,No,Metropolitian,23.0,9.055898607912091
22.0,4.7,Cloudy,Low,1.0,Snack,scooter,0.0,No,Metropolitian,14.0,4.663566689152146
20.0,4.7,Cloudy,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,23.0,6.2105896103141776
29.0,4.9,Stormy,Jam,2.0,Buffet,scooter,0.0,No,Urban,16.0,17.076490143794658
30.0,4.0,Windy,High,1.0,Meal,motorcycle,1.0,No,Metropolitian,34.0,6.118933768642428
36.0,4.2,Fog,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,37.0,16.636744591831217
37.0,4.5,Windy,Low,1.0,Drinks,motorcycle,1.0,No,Metropolitian,28.0,3.145067434621583
34.0,3.3,Sunny,Low,0.0,Meal,motorcycle,1.0,No,Metropolitian,32.0,19.087110814122536
32.0,3.5,Stormy,Jam,1.0,Snack,scooter,0.0,No,Urban,35.0,17.29786575291325
27.0,4.7,Windy,Jam,2.0,Drinks,motorcycle,1.0,No,Metropolitian,24.0,10.865464603780389
30.0,4.4,Fog,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,41.0,13.58314386669513
35.0,4.6,Sunny,High,1.0,Snack,motorcycle,1.0,No,Metropolitian,23.0,6.127835452844327
35.0,4.9,Stormy,Jam,2.0,Snack,scooter,1.0,No,Metropolitian,28.0,4.610035602260694
21.0,4.9,Stormy,Jam,1.0,Meal,scooter,1.0,No,Metropolitian,23.0,11.00773476374462
24.0,4.6,Sunny,Jam,1.0,Drinks,motorcycle,0.0,No,Urban,11.0,9.326602961232512
23.0,4.5,Sandstorms,High,1.0,Drinks,scooter,1.0,No,Metropolitian,22.0,6.217851597564986
29.0,4.4,Sunny,High,0.0,Meal,motorcycle,1.0,No,Metropolitian,48.0,6.208827615119002
31.0,4.9,Sunny,Low,1.0,Buffet,scooter,1.0,No,Urban,17.0,1.513073455729525
20.0,4.6,Stormy,High,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,16.0,6.147038743530447
30.0,4.0,Fog,Low,1.0,Drinks,scooter,1.0,No,Metropolitian,14.0,2.979626144829987
20.0,4.8,Cloudy,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,21.0,7.762633866101877
32.0,4.6,Sunny,High,0.0,Meal,motorcycle,1.0,No,Metropolitian,28.0,1.512515889082832
20.0,4.6,Cloudy,High,1.0,Snack,scooter,1.0,No,Metropolitian,29.0,6.290134677634678
38.0,4.0,Cloudy,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,44.0,11.919595217848318
38.0,4.3,Windy,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,46.0,19.890514223034963
24.0,4.5,Sunny,Jam,1.0,Drinks,scooter,0.0,No,Urban,10.0,11.916679298853882
24.0,4.8,Sunny,Jam,2.0,Snack,motorcycle,1.0,No,Metropolitian,17.0,7.683608397233649
34.0,4.6,Stormy,Jam,2.0,Buffet,motorcycle,1.0,No,Metropolitian,27.0,11.923472540743209
24.0,4.2,Fog,Jam,2.0,Buffet,scooter,1.0,No,Metropolitian,39.0,10.865584127340645
37.0,4.2,Windy,Jam,0.0,Meal,motorcycle,2.0,No,Semi-Urban,52.0,12.41985066025277
35.0,4.5,Windy,Jam,2.0,Snack,scooter,1.0,No,Metropolitian,28.0,7.448627554424398
24.0,4.8,Cloudy,Medium,2.0,Buffet,electric_scooter,1.0,No,Metropolitian,15.0,7.660957436559021
30.0,4.9,Fog,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,17.0,1.5093764432901144
36.0,5.0,Stormy,High,0.0,Drinks,motorcycle,1.0,No,Metropolitian,42.0,6.242753027029528
26.0,4.9,Windy,Jam,2.0,Snack,scooter,1.0,No,Urban,18.0,16.824549100074805
33.0,4.8,Sandstorms,Medium,2.0,Meal,motorcycle,1.0,No,Metropolitian,28.0,9.219905581616992
34.0,4.9,Sunny,Medium,2.0,Buffet,scooter,0.0,No,Metropolitian,19.0,16.38489468676721
35.0,4.9,Fog,Medium,1.0,Drinks,motorcycle,0.0,No,Metropolitian,15.0,6.218153086065015
30.0,4.3,Fog,Low,2.0,Drinks,electric_scooter,0.0,No,Metropolitian,22.0,10.254964515316598
31.0,4.7,Cloudy,Low,1.0,Buffet,motorcycle,0.0,No,Metropolitian,17.0,3.02508632954624
30.0,4.3,Fog,High,2.0,Meal,scooter,1.0,No,Metropolitian,32.0,6.217689735000026
30.0,4.9,Sunny,Low,1.0,Snack,scooter,0.0,No,Metropolitian,16.0,2.9303435598622687
38.0,4.9,Sandstorms,Jam,2.0,Snack,electric_scooter,1.0,No,Metropolitian,30.0,8.790241310526595
32.0,4.7,Sandstorms,Low,1.0,Snack,motorcycle,0.0,No,Metropolitian,15.0,17.29786575291325
35.0,4.3,Stormy,Jam,0.0,Drinks,motorcycle,2.0,No,Metropolitian,37.0,11.936268761442488
37.0,4.6,Windy,Low,1.0,Meal,scooter,1.0,No,Metropolitian,24.0,9.22049964090574
36.0,4.6,Sandstorms,Low,2.0,Meal,electric_scooter,1.0,No,Urban,23.0,4.4684124412647535
25.0,4.9,Windy,Medium,1.0,Snack,scooter,0.0,No,Metropolitian,18.0,19.976095320024395
31.0,4.8,Sunny,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,28.0,19.76218981785925
31.0,4.7,Cloudy,Jam,0.0,Drinks,motorcycle,1.0,No,Metropolitian,41.0,10.709308833621588
37.0,4.5,Windy,Medium,1.0,Meal,scooter,1.0,No,Metropolitian,38.0,14.15280068944862
28.0,4.5,Cloudy,Low,2.0,Drinks,scooter,1.0,No,Metropolitian,14.0,7.761284984440735
20.0,4.2,Sandstorms,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,27.0,9.435201537430713
39.0,4.6,Stormy,Medium,2.0,Snack,electric_scooter,0.0,No,Metropolitian,34.0,9.19151681625338
28.0,4.9,Cloudy,Jam,1.0,Buffet,scooter,2.0,No,Metropolitian,33.0,12.46426668801362
33.0,4.9,Fog,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,41.0,19.661310204458477
38.0,4.7,Stormy,Low,1.0,Buffet,scooter,1.0,No,Metropolitian,25.0,1.5126000890232916
30.0,4.0,Cloudy,Jam,1.0,Snack,motorcycle,1.0,No,Metropolitian,35.0,8.93752787352923
29.0,4.5,Fog,Low,0.0,Meal,motorcycle,0.0,No,Metropolitian,18.0,9.220209378254708
24.0,5.0,Windy,Low,1.0,Drinks,scooter,0.0,No,Metropolitian,15.0,12.29272274148856
30.0,3.9,Stormy,Low,1.0,Meal,motorcycle,0.0,No,Urban,11.0,7.771834302405086
21.0,4.8,Windy,Medium,0.0,Drinks,motorcycle,0.0,No,Metropolitian,22.0,20.206901465513607
37.0,4.6,Fog,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,47.0,19.658828717454107
29.0,4.8,Windy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,23.0,4.65694538594946
34.0,4.2,Sandstorms,Jam,2.0,Meal,scooter,1.0,No,Metropolitian,31.0,16.383856071848083
29.0,4.7,Windy,Jam,2.0,Meal,scooter,0.0,No,Metropolitian,14.0,9.315745106316244
33.0,4.8,Fog,Jam,0.0,Meal,motorcycle,3.0,No,Metropolitian,48.0,19.976712110350487
31.0,3.6,Sandstorms,Jam,2.0,Meal,electric_scooter,1.0,No,Metropolitian,31.0,20.253584375809144
27.0,4.8,Cloudy,Jam,0.0,Meal,motorcycle,1.0,No,Metropolitian,37.0,14.15280068944862
22.0,4.5,Sunny,Medium,0.0,Meal,motorcycle,1.0,No,Urban,21.0,5.860369574648948
37.0,4.8,Windy,Jam,1.0,Snack,motorcycle,0.0,No,Urban,25.0,12.161450531436758
24.0,4.8,Sunny,Jam,2.0,Meal,scooter,1.0,No,Urban,18.0,13.762097103297643
34.0,4.5,Fog,Medium,2.0,Drinks,electric_scooter,1.0,No,Urban,18.0,7.568330481285652
20.0,4.6,Fog,Medium,0.0,Buffet,motorcycle,2.0,No,Metropolitian,43.0,20.44292976252901
30.0,4.7,Sunny,Medium,0.0,Drinks,motorcycle,0.0,No,Metropolitian,30.0,17.29786575291325
20.0,4.6,Stormy,Jam,0.0,Snack,motorcycle,0.0,No,Metropolitian,16.0,9.192496429758329
37.0,4.1,Stormy,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,43.0,7.683556858430526
39.0,4.6,Fog,Jam,1.0,Drinks,scooter,2.0,No,Metropolitian,44.0,13.973206773137711
28.0,5.0,Cloudy,Jam,2.0,Meal,motorcycle,0.0,No,Metropolitian,31.0,4.464846077192792
28.0,4.9,Windy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,13.0,7.763197145328887
32.0,4.3,Cloudy,Low,0.0,Drinks,motorcycle,1.0,No,Metropolitian,44.0,20.851771383105145
39.0,4.6,Windy,Low,2.0,Drinks,scooter,1.0,No,Metropolitian,27.0,1.492285149950896
27.0,4.8,Stormy,Jam,1.0,Buffet,motorcycle,0.0,No,Urban,23.0,12.435256015114376
27.0,4.6,Fog,High,2.0,Snack,scooter,0.0,No,Metropolitian,33.0,6.217860329667253
33.0,4.9,Fog,Jam,1.0,Buffet,motorcycle,0.0,No,Metropolitian,39.0,4.596251207088927
30.0,5.0,Cloudy,Jam,2.0,Snack,electric_scooter,1.0,No,Metropolitian,41.0,19.395445581358487
36.0,4.9,Stormy,Jam,0.0,Meal,motorcycle,0.0,No,Metropolitian,35.0,13.894916383849754
39.0,4.3,Cloudy,Low,1.0,Snack,scooter,1.0,No,Metropolitian,32.0,16.384334344092046
32.0,4.5,Sandstorms,Medium,1.0,Snack,scooter,1.0,No,Metropolitian,34.0,19.04080424592517
36.0,4.7,Windy,Low,2.0,Snack,scooter,1.0,No,Metropolitian,20.0,3.116247995629968
25.0,4.5,Windy,Medium,2.0,Drinks,motorcycle,0.0,No,Metropolitian,25.0,20.17826723909956
22.0,4.9,Stormy,Low,2.0,Buffet,scooter,0.0,No,Urban,11.0,4.663187802146826
39.0,4.9,Windy,High,0.0,Meal,motorcycle,0.0,No,Metropolitian,38.0,6.122094799492641
22.0,4.9,Windy,Medium,1.0,Meal,scooter,0.0,No,Metropolitian,21.0,20.17791304134863
27.0,4.1,Cloudy,Jam,1.0,Meal,scooter,0.0,No,Metropolitian,31.0,13.73589774401677
22.0,4.6,Cloudy,Jam,1.0,Drinks,motorcycle,2.0,No,Metropolitian,34.0,4.587794632025183
27.0,4.8,Sandstorms,Jam,0.0,Buffet,motorcycle,1.0,No,Metropolitian,26.0,19.975632175541914
31.0,4.6,Sunny,Jam,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,30.0,12.101403911098704
24.0,5.0,Sandstorms,Low,1.0,Drinks,motorcycle,0.0,No,Metropolitian,14.0,1.5526929456613003
39.0,4.0,Cloudy,Jam,1.0,Snack,motorcycle,2.0,No,Metropolitian,35.0,19.97515257949553
34.0,4.5,Stormy,Low,1.0,Drinks,scooter,1.0,No,Urban,15.0,17.076725433736602
37.0,4.8,Windy,Jam,2.0,Snack,scooter,1.0,No,Metropolitian,27.0,13.185609350843649
22.0,4.9,Cloudy,Jam,1.0,Buffet,motorcycle,0.0,No,Metropolitian,34.0,20.25510293833981
31.0,4.4,Sandstorms,Low,0.0,Buffet,motorcycle,0.0,No,Metropolitian,27.0,1.5369061340343029
24.0,4.8,Sandstorms,Low,2.0,Snack,motorcycle,1.0,No,Metropolitian,18.0,20.83116701416461
23.0,4.9,Sunny,Low,0.0,Buffet,motorcycle,1.0,No,Metropolitian,29.0,11.91712870001259
36.0,4.8,Fog,Low,1.0,Snack,motorcycle,0.0,No,Urban,15.0,1.552697443893239
20.0,4.5,Stormy,High,1.0,Snack,motorcycle,0.0,No,Urban,13.0,6.037440799484659
37.0,5.0,Stormy,High,1.0,Drinks,motorcycle,0.0,No,Urban,26.0,6.146683594473334
38.0,5.0,Sandstorms,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,34.0,10.881197531246409
27.0,5.0,Fog,Medium,2.0,Drinks,scooter,1.0,No,Metropolitian,25.0,13.631343698142908
29.0,4.5,Windy,Jam,2.0,Drinks,scooter,0.0,No,Metropolitian,20.0,20.50630587015949
35.0,4.1,Stormy,Jam,2.0,Buffet,motorcycle,2.0,No,Metropolitian,33.0,10.602582382472562
29.0,4.8,Sandstorms,Low,2.0,Drinks,electric_scooter,1.0,No,Metropolitian,14.0,1.5725337292863206
36.0,3.7,Sandstorms,Jam,2.0,Snack,scooter,1.0,No,Metropolitian,35.0,12.58026782240096
23.0,4.6,Sandstorms,Jam,2.0,Meal,motorcycle,0.0,No,Metropolitian,20.0,20.18272811483292
30.0,4.6,Fog,Low,1.0,Meal,scooter,0.0,No,Metropolitian,19.0,1.5294972211332267
30.0,3.9,Stormy,Medium,1.0,Snack,scooter,1.0,No,Metropolitian,36.0,14.15280068944862
31.0,5.0,Sandstorms,High,2.0,Drinks,scooter,1.0,No,Metropolitian,30.0,2.9794969556315394
39.0,4.1,Sandstorms,Jam,1.0,Buffet,scooter,1.0,No,Metropolitian,33.0,7.573406195224182
29.0,5.0,Fog,Jam,0.0,Snack,motorcycle,1.0,No,Urban,38.0,19.9172484157288
34.0,5.0,Sandstorms,Low,1.0,Meal,scooter,1.0,No,Metropolitian,15.0,19.471257579516955
23.0,4.9,Fog,Low,0.0,Drinks,motorcycle,0.0,No,Metropolitian,22.0,2.9766115118201046
24.0,4.7,Stormy,Jam,0.0,Snack,motorcycle,1.0,No,Metropolitian,27.0,17.076514098174254
37.0,5.0,Windy,Low,1.0,Drinks,motorcycle,0.0,No,Urban,29.0,11.00773476374462
27.0,4.6,Sunny,Medium,2.0,Meal,scooter,1.0,No,Metropolitian,17.0,13.680927409309072
31.0,5.0,Windy,Medium,0.0,Buffet,motorcycle,1.0,No,Metropolitian,31.0,7.546888128063204
20.0,4.6,Windy,Medium,0.0,Buffet,motorcycle,0.0,No,Metropolitian,20.0,9.326616887755376
24.0,4.8,Cloudy,Low,1.0,Meal,motorcycle,1.0,No,Urban,13.0,3.105133735234752
23.0,4.8,Cloudy,Medium,2.0,Meal,scooter,1.0,No,Metropolitian,31.0,12.58026782240096
20.0,4.9,Stormy,Jam,1.0,Buffet,motorcycle,1.0,No,Metropolitian,15.0,13.63129313218813
28.0,4.8,Sunny,Jam,2.0,Drinks,scooter,1.0,No,Metropolitian,21.0,20.17984922053873
25.0,4.7,Sunny,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,21.0,7.763183552897837
34.0,4.0,Sandstorms,Medium,0.0,Meal,motorcycle,0.0,No,Metropolitian,42.0,20.253584375809144
37.0,4.7,Sunny,Low,2.0,Snack,scooter,1.0,No,Urban,22.0,17.07395729139767
36.0,4.7,Sunny,Medium,1.0,Meal,motorcycle,0.0,No,Metropolitian,16.0,6.217834398578936
38.0,4.3,Stormy,Low,0.0,Snack,motorcycle,1.0,No,Metropolitian,22.0,1.532022774064172
33.0,4.6,Fog,Low,1.0,Meal,scooter,1.0,No,Metropolitian,16.0,4.469162258883671
38.0,4.2,Sandstorms,Medium,0.0,Meal,motorcycle,1.0,Yes,Metropolitian,46.0,12.29378731203682
21.0,3.7,Sunny,Jam,0.0,Buffet,motorcycle,3.0,Yes,Urban,53.0,7.660582694185052
38.0,4.8,Sandstorms,Medium,1.0,Meal,motorcycle,1.0,No,Metropolitian,28.0,6.290134677634678
22.0,4.6,Cloudy,Medium,2.0,Meal,scooter,1.0,No,Metropolitian,36.0,12.234645517155796
25.0,4.1,Fog,Jam,2.0,Buffet,scooter,1.0,No,Urban,36.0,13.762197002525635
23.0,4.6,Windy,Jam,2.0,Buffet,motorcycle,0.0,No,Metropolitian,20.0,19.760743726313585
20.0,4.7,Sunny,Medium,2.0,Drinks,electric_scooter,0.0,No,Urban,10.0,9.087972744661084
27.0,5.0,Sunny,Low,1.0,Buffet,motorcycle,0.0,No,Urban,29.0,16.821912713961545
28.0,4.8,Cloudy,Medium,0.0,Meal,motorcycle,1.0,No,Metropolitian,38.0,16.819856608097247
23.0,4.9,Stormy,Medium,0.0,Snack,motorcycle,1.0,No,Metropolitian,27.0,17.138041435510257
23.0,4.7,Stormy,Low,1.0,Meal,motorcycle,1.0,No,Metropolitian,15.0,17.13783007771357
